,,Rig Unit,Report Date,Phase,Activity,Duration,NPT,Summary,,,,,,,,,,,,,,,,,
,,SNB-150 Remote,05-Jun-2002 18:00,"DEMOB, RD",TRAV,1.0,,TRAVELL CREWS TO SS-3 BARGE.,,,,,,,,,,,,,,,,,
,,SNB-150 Remote,06-Jun-2002 6:00,"DEMOB, RD",TRAV,1.0,,TRAVELL CREWS TO SERANG PLATFORM.,,,,,,,,,,,,,,,,,
,,SNB-150 Remote,06-Jun-2002 7:00,"DEMOB, RD",R/D,5.0,,"HELD PRE JOB SAFETY MEETING. R/D SNUBBING WHILE MAKE SPACE FOR SHLUMBERGER MAST UNIT AND SLICKLINE UNIT ON TOP DECK. FLOW BACK THE WELL TO PRODUCTION ON GAS LIFT. RELEASED SNB-150 UNIT OPERATION UNDER RM : 12652 @ 12:00 HRS JUNE 06, 2002.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,20-Jul-2000 7:00,"PREP, FAC",BHD,1.5,,"Commence operation on Serang SA-22 well @ 7:00 hrs, July 20, 2000.
Hook up casing annulus line and bleed off casing pressure from 1200 psi to zero - keep open. (R/U wireline on SA-11 well using production crane. Retrieve BV @ 457'). R/U wireline A-frame and pumping tee. R/U lubricator and test 1500 psi. Retrieve ball valve @ 457'. Bull head down tubing with 140 bbls of 8% KCL sea water -found return oil and water from annulus..",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,20-Jul-2000 8:30,"PREP, FAC",OPSUS,1.5,,Shut down operation due to strong wind 45 knot and rainy. L/D all crane on boom rest and wait wing speed slow down.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,20-Jul-2000 10:00,"PREP, FAC",CLNOUT,6.5,,"Run 3"" shifting tool to 3400' -  tool stop due to high angle. Cont. RIH while pumping @ 3 pm KCL pick up 3 pallets KCL prior to use production crane for R/U Schlumberger on Serang SA-11 well. Cont. RIH B-shifting tool while pumping KCL and open 3-1/2"" XD-sleeve 2 10162' - Ok. Displace annulus to 10 total pumped 300 bbls - return from tubing 40%. Observe well - Ok. Run and set flapper valve @ 457'. Standby for crane and waiting until R/D Schlumberger from SA-11 well.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,20-Jul-2000 16:30,"PREP, FAC",TBGHGRRNPU,1.0,,"R/D pumping tee. Set back pressure valve on tubing hanger. R/D choke body and wing valve flow line. Put blind flange on production flow line.
",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,20-Jul-2000 17:30,"MOB, RU",TREEN/D,1.0,,N/D 5000 FMC single X-mastree speed clamp. Take out hold down nut from Unihead. Install tubing hanger test plug and control line.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,20-Jul-2000 18:30,"MOB, RU",BOPN/U,2.0,,"N/U adaptor risers and 11"" double pipe rams. pressure test blind rams to 3000 psi. Cont. N/U 11"" Annular BOP.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,20-Jul-2000 20:30,"MOB, RU",R/U,3.5,,R/U Snubbing-225 unit and spiral ladder.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,21-Jul-2000 0:00,"MOB, RU",R/U,2.0,,"Cont'd R/U Snubbing-225 Unit, spiral and gin pole. Function test. Ok.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,21-Jul-2000 2:00,"MOB, RU",WHDBPV,1.0,,M/U test joint and pressure test BOP pipe rams to 300/3000 psi and annular to 300/1500 psi. Ok. Back out test joint and test plug. L/D same/ Close blind rams nad pump 30 bbls prior retrieve BPV. Retrieved BPV.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,21-Jul-2000 3:00,"MOB, RU",TBGHGRRNPU,1.0,,M/U pack off retrieving tool. Retrieved tbg hanger pack off. L/D same.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,21-Jul-2000 4:00,"ABAN, TBGPULL",CC,2.0,,"M/U landing joint. Works string with pulled to 150 klbs 7"" Guiberson p[acker come free. P/U 10 ft with 83 klbs normal. Pick up weight. Circulate down annulus to 100 bbls KCL and monitor from tubing - no return. Obseeve well - stable. Pull tubing - no return. Observe well - stable. Pull tubing hanger to window and break out same.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,21-Jul-2000 6:00,"ABAN, TBGPULL",POOH,18.0,,POH with single completion string (found pin on jts # 17 (575' depth) - shine or clean of pipe dope).,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,22-Jul-2000 0:00,"ABAN, TBGPULL",POOH,1.0,,Cont'd POH with single completion string.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,22-Jul-2000 1:00,"ABAN, TBGPULL",BHAHDL,2.5,,"M/U 8-1/2"" bit, 9-5/8"" casing scrapper tandem with 9-5/8"" RTTS packer and 5 jts of DC and RIH on 3-1/2"" tubing to 600 ft. Set 9-5/8"" RTTS packer and pressure test annulus to 2000 psi - Ok. Bleed off and unset packer.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,22-Jul-2000 3:30,"ABAN, TBGPULL",PKRPLG,2.0,,"RIH to  1000'. set 9-5/8"" RTTS packer. Pressure test casing to 2000 psi - 10 minutes holding. Bleed off and unset packer.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,22-Jul-2000 5:30,"ABAN, TBGPULL",PKRPLG,3.5,,"Make up and add with 3-1/2"" X-Nipple on string (for just in case need to test tubing). Cont. RIH to 3000'. Set 9-5/8"" RTTS packer adn pressure test casing to 2000 psi - holding.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,22-Jul-2000 9:00,"ABAN, TBGPULL",CC,7.0,,"RIH to 6000' and pump flash 20 bbls KCL down casing. Set 9-5/8"" RTTS pakcer and fill up annular 40 bbls - full. Pressure test casing to 2000 psi - 10 minutes holding. Bleed off and unset packer.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,22-Jul-2000 16:00,"ABAN, TBGPULL",PKRPLG,6.0,,"RIH to 8000' and pump flash 20 bbls KCL down casing. Set 9-5/8"" RTTS packer and fill up annular 40 bbls - full. Pressure test casing to 2000 psi - 10 minutes holding. Bleed off and unset packer.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,22-Jul-2000 22:00,"ABAN, TBGPULL",PKRPLG,2.0,,"RIH 9-5/8"" RTTS packer to 9110 ft.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,23-Jul-2000 0:00,"ABAN, TBGPULL",CC,3.0,,"Cont. RIh and tag solid at 9772' (58 ft above top of 7"" liner). Bumop flash 40 bbls KCL down tubing while attempted to go deeper with put =sit down weight 10 klbs - negative. P/U 5 ft and set 9-5/8"" RTTS packer. Fill up.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,23-Jul-2000 3:00,"ABAN, TBGPULL",POOH,16.5,,"POH with 8-1/2"" bit and 9-5/8"" casing scrapper tandem with 9-5/8"" RTTS packer. (found small mark on blade of casing scrapper).",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,23-Jul-2000 19:30,"ABAN, TBGPULL",BHAHDL,4.5,,"M/U 6"" bit, 7"" casing scrapper and tendem with 7"" RTTS packer, 1 joint tubing and 3-1/2"" X-Nipple. Rih on 3-1/2"" tubing to 3350'.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,24-Jul-2000 0:00,"ABAN, TBGPULL",PKRPLG,9.5,,"Cont. RIH with 6"" bit, 7"" casing scrapper tandem with 7"" RTTS packer to 10000'. Set RTTS packer and fill up casing 50 bbls - full. pRessure test casing to 2000 psi - holding. Bleed off pressure and unset RTTS pakcer.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,24-Jul-2000 9:30,"ABAN, TBGPULL",PKRPLG,2.0,,"RIH to 10350'. Set 7"" RTTS packer and fill up casing 30 bbls - full. Pressure test casing to 2000 psi for 10 mins holding. Bleed off pressure and unset packer. RIH to 10450' and test rotate pipe with max torque 1300 ft/lb - Ok. (CHeck for next fishing job).",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,24-Jul-2000 11:30,"ABAN, TBGPULL",POOH,12.5,,"POH with 6"" bit, 7"" casing scrapper and tandem with 7"" RTTS packer to 3200'.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,25-Jul-2000 0:00,"ABAN, TBGPULL",POOH,4.0,,"Cont'd POH with 6"" bit, 7"" casing scrapper and tandem with 7"" RTTS packer.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,25-Jul-2000 4:00,"ABAN, FISH",RIH,13.5,,"M/U 5-3/4"" overshot, 4-3/4"" bumper sub, 4-3/4"" oil jars, 6 jts of 4-3/4"" drill collar and 4-3/4"" intensifier jars, RIH on 3-1/2"" tubing to 9805' - tag top of 7"" liner @ 9826').",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,25-Jul-2000 17:30,"ABAN, FISH",WRKPIPE,1.0,,"Attempt to pass top 7"" liner with rotate pipe and pumping - negative.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,25-Jul-2000 18:30,"ABAN, FISH",CCR,1.0,,Reverse circulate bottom up- check return clean - return 70%.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,25-Jul-2000 19:30,"ABAN, FISH",WRKPIPE,1.5,,"Attmept to pass top 7"" liner with rotate pipe and pumping long way - negative. Rotate pipe with pumping reverse circulate - negative. CLose choke to bull head and rotate pipe - negative.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,25-Jul-2000 21:00,"ABAN, FISH",POOH,3.0,,"POH with 5-3/4"" overshot fishing assy to 7600 ft (fill up well 5 bbls every two hours).",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,26-Jul-2000 0:00,"ABAN, FISH",OPSUS,1.0,,Shut in well and replace piston slip.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,26-Jul-2000 1:00,"ABAN, FISH",POOH,10.5,,"Cont. POH with 5-3/4"" overshot fishing assy. Fund bottom (outside) of lip guide bad damage.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,26-Jul-2000 11:30,"ABAN, FISH",FISH,11.0,,"M/U 5-3/4"" mule  shoe (buffle on outside) modification lip guide on overshot fishing assembly. RIH on 3-1/2"" tubing tag @ 9805'.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,26-Jul-2000 22:30,"ABAN, FISH",BHAP/U,0.5,,M/U rotary and kelly hose. Pumping and rotate-feel go through 9805'. (Pulling weight 90000 lbs).,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,26-Jul-2000 23:00,"ABAN, FISH",RIH,1.0,,"Cont. RIH with 5-3/4"" overshot to @ 10670', checking rotate pipe and record torque.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,27-Jul-2000 0:00,"ABAN, FISH",RIH,1.0,,"Cont. RIH with 5-3/4"" overshot to 10670'. Fill up 3 bbls every two hrs.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,27-Jul-2000 1:00,"ABAN, FISH",UNITMOV,1.5,,"Transfer 70- jts 3-1/2"" TKC tubing (yellow band) from barge to top deck.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,27-Jul-2000 2:30,"ABAN, FISH",RIH,1.5,,"Cont. RIH with 5-3/4"" overshot tag @ 11324' put sit down weight 5000 lbs - negative.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,27-Jul-2000 4:00,"ABAN, FISH",RIH,0.5,,M/U rotary and kellly hose. Pumping and rotate - feel go through 11324'. (P/W 110000 lbs).,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,27-Jul-2000 4:30,"ABAN, FISH",RIH,3.5,,"Cont. RIH with 5-3/4"" overshot to 12190'.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,27-Jul-2000 8:00,"ABAN, FISH",WRKPIPE,2.0,,M/U kelly. RIH from 12190' while pumping 2 3 bpm/ 200 psi and tag 2 12232'. Work pipe to latch fish with put set down weight 10 klbs - pump press increase to 750 psi. pull up and indication pressure drop (indication slip off). M/U rotary. Work and rotate pipe while pumping @ 4 bpm/500 psi to latch with put set down weight 12 klb - pump pressure increase to 1000 psi. Pull up to 150 klbs and jar fired then fish come free indication. Pick up 15 f and RIH to 12246' (14 ft deeper).,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,27-Jul-2000 10:00,"ABAN, FISH",CC,1.0,,P/U 1 joint with drag 5 klbs. Break circulate 120 bbls KCL - no return.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,27-Jul-2000 11:00,"ABAN, FISH",CC,4.0,,"POH slowly to above top 7"" liner while keep pumping slowly - hang up 10 klbs overpull @ 9805' (top of 7"" liner). Pump out of hole come free with normal P/U weight 90 klbs.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,27-Jul-2000 15:00,"ABAN, FISH",POOH,3.0,,Cont. POH to 8000'.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,27-Jul-2000 18:00,"ABAN, FISH",CCR,0.5,,Reverse circulate get return after pumpng 30 bbls - Cont. reverse circ to 100 bbl - small gas on return.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,27-Jul-2000 18:30,"ABAN, FISH",POOH,5.5,,"Cont. POH with 5-3/4"" overshot assy. to 3000' while fill up hole 5 bbls every every 2 hours.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,28-Jul-2000 0:00,"ABAN, FISH",POOH,3.0,,"Cont. POH with 5-3/4"" overshot assy to 245'.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,28-Jul-2000 3:00,"ABAN, FISH",OPSUS,0.5,,Stop operation due to shut down on Serang platform.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,28-Jul-2000 3:30,"ABAN, FISH",FISH,2.0,,"Cont. POH with 5-3/4"" overshot assy - recovered fish 7"" single Guiberson packer and tubing cut off.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,28-Jul-2000 5:30,"ABAN, FISH",BHAP/U,1.5,,"M/U 5-7/8"" uring shoe 6 ft length nad 4-3/4"" Navy drill motor. Test motor on surface @ 130 gpm and 2 170 gpm - ok. Cont. M/U BHA.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,28-Jul-2000 7:00,"ABAN, FISH",RIH,10.0,,"RIH on 3-1/2""tubing and tag @ 9773'. pump@ 3 gpm go through - Ok.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,28-Jul-2000 17:00,"ABAN, FISH",RIH,1.0,,"RIH and Tag @ 9805' (Top of 7"" liner). Attempt topass top liner with pumping @ 3 gpm - negative.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,28-Jul-2000 18:00,"ABAN, FISH",MIXFLD,1.0,,Mixing 200 bbls of 8% CL sea water.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,28-Jul-2000 19:00,"ABAN, FISH",WRKPIPE,1.0,,Cont. work pipe and pumping @ 3 bpm while rotate from surface to dress 0.5 ft - go through - ok.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,28-Jul-2000 20:00,"ABAN, FISH",RIH,2.5,,"Cont. RIH with 5-3/4"" buring shoe to 11950'.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,28-Jul-2000 22:30,"ABAN, FISH",OPSUS,1.0,,Change power pack to back up due to problem with hydraulic.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,28-Jul-2000 23:30,"ABAN, FISH",RIH,0.5,,"cont. RIH with 5-3/4"" burning shoe and 4-3/4"" down hole motor - tag at 12185'.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,29-Jul-2000 0:00,"PROD, MILL",CC,1.5,,"M/U kelly hose and pumping @ 3 bpm - go through @ 12185'. Cont. RIH with 5-3/4"" burning shoe and tag at 12215'. Pump @ 3 bpm go through - ok.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,29-Jul-2000 1:30,"PROD, MILL",OPSUS,1.5,,"Cont. RIH with 5-3/4"" burining shoe and tag at @ 12317'. Pumping 3 bpm while rotated pipe - negative. (suspected across perforatiuon interval at 12315' - 12350' Schlumberger gamma ray depth).",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,29-Jul-2000 3:00,"PROD, MILL",MILL,3.0,,"Milling with 5-7/8"" burning shoe using down hole motor from 12317' to 12321' [with pumping KCL @ 210 gpm/1000 psi. DH -motor RPM= 220, WOB 2-6 klbs - attempt to rotate pipe by rotary - negative torque up to 2500 ft - lb. Pump 5 bbls Hi-visc pill.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,29-Jul-2000 6:00,"PROD, MILL",MILL,3.0,,Wash down from 12321' to 12359' - taking weight. Milling from  12359' to 12361' - fell dwon weight push down without pumping to 12376'. Cont. milling to 12383'. Pump sweep 5 bbls pill.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,29-Jul-2000 9:00,"PROD, MILL",CC,3.5,,Pump 5 bbls Hi-visc pill and circulate clean - dirty fluid on return with npo idication sand.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,29-Jul-2000 12:30,"PROD, MILL",BHAP/U,0.5,,P/U string to normal weight 106 klbs. Slack off with pumping slow and tag @ 12390'. P/U to normal weight 106 klbs and P/U 15 ft make mark depth @ 12370'.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,29-Jul-2000 13:00,"PROD, MILL",POOH,11.0,,"POH with 5-7/8"" burning shoe and 4-3/4"" DH-motor assy to 7000'.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,30-Jul-2000 0:00,"PROD, MILL",POOH,11.0,,"Cont. POH with 5-7/8"" burning shoe and 4-3/4"" DH-motor. L/D same. Burning shoe 30% worn out.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,30-Jul-2000 11:00,"PROD, PLUGZN",CMTRET,13.0,,"M/U 7"" EZSV cement retainer with 4.5"" mule shoe welded on bottom of EZSV to mechanical setting tool. RIH on 3-1/2"" tubing to @ 10780'. (Smoothly go - through 7"" liner hanger at @ 9805' DPM).",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 0:00,"PROD, PLUGZN",RIH,0.5,,"Cont. RIH on 3-1//2"" tubing to @ 11070'.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 0:30,"PROD, PLUGZN",OPSUS,0.5,,"Standby due hard win speed 30 MPH, raining and lightning.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 1:00,"PROD, PLUGZN",RIH,4.0,,"Cont. RIH on 3-1/2"" tubing to 12380'. P/U to 12370' (from normal weight).",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 5:00,"PROD, PLUGZN",OPSUS,3.0,,"Install pumping tee and R/U Schlumberger. Run 1-11/16"" GR-CCL log correlation to 2900'- tool stop (due to high angle). Attempt to push down by pumping @ 3 bpm - negative. POH.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 8:00,"ABAN, LOG",LOGSROC,3.0,,"M/U additional 2-5/8"" empty tubing chemical body on tool. RIH while pumping @ 3 bpm to 12390'. Correlate gamma ray and found PIP tag @ 12361' (61' too deep). POH and R/D Schlumberger.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 11:00,"ABAN, CMTPLUG",BHAP/U,1.0,,Space out EZSV by pick up 61 ft. R/U rotary and kelly hoses.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 12:00,"ABAN, CMTPLUG",CMTRET,3.0,,"Set 7"" ECSV cement retainer by rotate to maximum torque to 2500 lb-ft and working pipe up and down to transfer torque down setting tool with total turing 81 times. Pull up string to 160 klbs (64 klbs overpull) - setting sleeve break off - Ok.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 15:00,"ABAN, CMTPLUG",CMTRET,0.5,,"Perform injection rate down string into perf. at interval 12380' - 12390' 2 1 bpm/600 psi, @ 2 bpm/ 800 psi and 2 2.5 bpm/1000 psi. Close annular BOP (fill up 11 bbls - full) and perform injection rate down casing backside 2 1 bpm/700 psi and 1.5 bpm/900 psi.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 15:30,"ABAN, CMTPLUG",OPSUS,1.5,,Down time Elnusa to fix the O - rin on the piston of BJ-dump due to leak.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 17:00,"ABAN, CMTPLUG",MIXFLD,0.5,,Mixing 20 bbls cement slurry @ 15.8 ppg.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 17:30,"ABAN, CMTPLUG",CMTPMP,1.0,,"Pump 5 bbls drill water ahead, 15 bbls cement slurry 15,8 ppg, 2 bbls drill water behind, and displace and squeeze with 102 bbls KCL (2.5 bbls under displace) with final pressure 400 psi.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 18:30,"ABAN, CMTPLUG",CMTPMP,1.0,,Pressure up annulus back side to 700 psi and sting out the stringer up. Reverse circulate clean (approx 3 bbls cement and contamination on return). Perform injection rate down casing annulus @ 1 bpm/700 psi and 1.5 bpm/1000 psi to makesure the perforation at interval 12315' - 12350' is open.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,31-Jul-2000 19:30,"ABAN, CMTPLUG",POOH,4.5,,"POH with 7"" EZSV mechanical setting tool to 10100'. While observe well taking fluid 6 bph. Fill up well 5 bbls every two hours.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,01-Aug-2000 0:00,"ABAN, CMTPLUG",POOH,18.0,,"Cont. POH with 7"" EZSV mechanical setting tool and L/D same. Fill well 2 bbls KCL every 2 hours.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,01-Aug-2000 18:00,"PRODTBG, TBG",RIH,2.5,,RIH 6 jts tubing for temporary kill string while transfering tubing. Transfer 200 jts tubing (yellow band) from platform to barge and piclk up 140 jts tubing (white band) from barge to platform.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,01-Aug-2000 20:30,"PRODTBG, TBG",COMPTIH,3.5,,"POH 6 jts temporary kill string and RIH with single completion string to 910'. 

Note: Set 7"" EZSV cement retainer @ 12365' (15 ft above lower perf. and `5 ft below upper perf.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,02-Aug-2000 0:00,"PRODTBG, TBG",COMPTIH,4.0,,Cont. RIH with single completion string to 4500' (while back loading 200 jts tubing from barge to MV. high land guide).,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,02-Aug-2000 4:00,"PRODTBG, TBG",UNITMOV,5.5,,Backload 215 jts tubing (yellow band work string) from platform to MV-high land guide. Starting pick up 200 jts tubing (white band) from barge to platform.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,02-Aug-2000 9:30,"PRODTBG, TBG",COMPTIH,9.0,,"Cont. RIH single completion string to @ 10240' with life gas lift valve inside SPM and dummy ball valve inside ball vlave nipple. Keep pressure 4500 psiinside 1/4"" SS control line while running in.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,02-Aug-2000 18:30,"PRODTBG, TBG",TBGHGRRNPU,2.0,,M/U tubing hanger with pack off and landing joint. M/U kelly hose and pump 110 bbls KCL-sea water filtrated + 0.3% corrotion inhibitor.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,02-Aug-2000 20:30,"PRODTBG, TBG",TBGHGRRNPU,1.0,,Landing tubing hanger and energize pack off. Pull test tubing hanger 15000 lbs - Ok.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,02-Aug-2000 21:30,"PRODTBG, TBG",SLKDMG,0.5,,M/U pumping tee and R/U sickline. RIH with GS pulling tool and pull dummy ball valve at @ 487' brt/491' wlm. Pressure inside control line drop to 0 psi.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,02-Aug-2000 22:00,"PRODTBG, TBG",TBGTST,1.0,,"Fill up and test line to 4000 psi, good. Bleed off to 0 psi. Drop 2"" Setting ball. Pumped slow with filt. S/W KCL and pressure up toi 2500 psi psi hold for 10 mins, good. Indication 9-5/8"" Guiberson AVA G-77 SGL packer set @ 9585' at 900 psi and 7"" Guiberson AVA G-77 SGL pakcer set @ 10169' at 1200 psi. Bleed of press to 2000 psi, hold 2000 psi in tbg string. Pressure up anulus to 1500 psi to test packer integrity and tubing hanger, Good. Bleed-off nnulus pressure to 0 psi. Press up tubing pressure to 3000 psi. Ball seat sheared off at 3000 psi.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,02-Aug-2000 23:00,"PRODTBG, TBG",SLKDMG,0.5,,"R/U slickline and set ball valve at @ 478' brt/491' wlm. Pressure up 1/4"" SS control line to 3500 psi, good. R/D slickline completely.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,02-Aug-2000 23:30,"PRODTBG, TBG",TBGHGRRNPU,0.5,,Back out landing joint and tubing hanger running tool. Set back pressure valve.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,03-Aug-2000 0:00,"DEMOB, RD",R/D,5.0,,R/D Snubing 225-unit.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,03-Aug-2000 5:00,"DEMOB, RD",TREEN/U,4.0,,"R/D FMC 5000# Unihead SGL X-Mastree. Test cavity to 4000 psi - Ok. N/U wing valve and choke body. Pull BPV and change to test tree plug. Pressure test X-mastree body to 4000 psi. Ok. Pressure test production  flowline to 1500 psi, no leaks on flange connection.

Release well to production at 09:00 hrs, 03 August 2000. Release Snubbing Unit from RM Number 10297 at 09:00 hrs, 03 August 2000. Final report for SA-22 well.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,25-Jun-2000 11:00,"MOB, MOVEON",UNITMOV,3.5,,"COMMENCE OPERATION ON SERANG SA-22 WELL @ 11:00 HRS, JUNE 25, 2000. Tow barge from Lima platform to Serang platform.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,25-Jun-2000 14:30,"MOB, MOVEON",ANCRRUN,5.5,,Run anchor #2 y Kenari and #5 by Pioneer-4. Run anchor #4 and #6. Kenari run #1 without bouy and pendant wire fall to water. Attempt to run anchor #7 - no success due to wire of anchor #7 and #8 were wound arround the bottom of anchor #7 and #8. P/U both anchor #7 and #8 by crane and put on deck. Fixed the anchor wires. Put both anchor back to rack. Continue run anchor #7. Suspend anchor job and wait on daylight. Pull barge close to platform.,,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,25-Jun-2000 20:00,"ABAN, WLKLBHD",ANCRRUN,4.0,,"R/U 2"" hose from barge to platform for transfer drill water. Pick up 2 PLTS KCL. Mixing 6% KCL drill water and filtered to 220 bbls. While transfer Snubbing-225 equipment from barge to platform.",,,,,,,,,,,,,,,,,
,,SNB-225 / MRWO Barge,26-Jun-2000 0:00,"ABAN, WLKLBHD",DISPLACE,8.0,,Displace well down casing annulus and take return from tubing to production separator while mixing drill water KCL to 400 bbls @ 8.6 ppg,,,,,,,,,,,,,,,,,
